group,theme,tone,likes,image,thisN,thisTrialN,thisRepN,stimLoop.thisRepN,stimLoop.thisTrialN,stimLoop.thisN,stimLoop.thisIndex,thisRow.t,notes,participant,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,pilot,2025-11-16_12h22.40.900,experiment,,2025.1.1,120.80461866547614,2025-11-16 12h23.24.148046 +0300,
6,finance,neutral,mid,stimuli/fin_neu_mid.png,0,0,0,0,0,0,15,,,,,,,,,,
